Date,Month,Season,Temperature_C,Weather_Condition,Gender,Brand,Product Name,Fabric,Price_INR,Description
2025-06-01,June,Monsoon,32.4,Pre-Monsoon Rain,Men,Louis Philippe,Vintage Polyester Ankle Length Leggings,Polyester,13617,A vintage ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-06-02,June,Monsoon,29.9,Cloudy,Unisex,FabIndia,Urban Polyester Synthetic Blend Kurti,Polyester,7126,A urban synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-06-03,June,Monsoon,38.9,Pre-Monsoon Rain,Men,Raymond,Classic Polyester Quick-Dry Polo T-Shirt,Polyester,6467,A classic quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-06-04,June,Monsoon,31.6,Cloudy,Men,Manyavar,Handcrafted Rayon Cropped Capris,Rayon,1011,A handcrafted cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-06-05,June,Monsoon,35.7,Humid,Women,Peter England,Sustainable Polyester Quick-Dry Polo T-Shirt,Polyester,12459,A sustainable quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-06-06,June,Monsoon,29.2,Pre-Monsoon Rain,Men,W for Woman,Bohemian Rayon Nylon Cargo Shorts,Rayon,14613,A bohemian nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-06-07,June,Monsoon,31.8,Pre-Monsoon Rain,Women,FabIndia,Designer Rayon Water Resistant Windcheater,Rayon,11692,A designer water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-06-08,June,Monsoon,38.8,Cloudy,Men,FabIndia,Urban Rayon Ankle Length Leggings,Rayon,12788,A urban ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-06-09,June,Monsoon,35.1,Cloudy,Women,Peter England,Premium Polyester Cropped Capris,Polyester,13584,A premium cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-06-10,June,Monsoon,37.4,Cloudy,Women,Allen Solly,Modern Polyester Water Resistant Windcheater,Polyester,10439,A modern water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-06-11,June,Monsoon,33.9,Cloudy,Women,Louis Philippe,Urban Polyester Water Resistant Windcheater,Polyester,14780,A urban water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-06-12,June,Monsoon,29.5,Cloudy,Unisex,Manyavar,Designer Rayon Polyester Rain Jacket,Rayon,8048,A designer polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-06-13,June,Monsoon,32.7,Cloudy,Women,Peter England,Urban Rayon Water Resistant Windcheater,Rayon,9785,A urban water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-06-14,June,Monsoon,38.9,Pre-Monsoon Rain,Unisex,Allen Solly,Designer Rayon Quick-Dry Polo T-Shirt,Rayon,13338,A designer quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-06-15,June,Monsoon,30.3,Humid,Women,Westside,Designer Polyester Quick-Dry Polo T-Shirt,Polyester,12679,A designer quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-06-16,June,Monsoon,31.6,Humid,Women,Allen Solly,Modern Polyester Quick-Dry Polo T-Shirt,Polyester,11279,A modern quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-06-17,June,Monsoon,36.0,Cloudy,Unisex,Raymond,Handcrafted Polyester Ankle Length Leggings,Polyester,3007,A handcrafted ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-06-18,June,Monsoon,32.9,Pre-Monsoon Rain,Women,Peter England,Handcrafted Polyester Nylon Cargo Shorts,Polyester,5575,A handcrafted nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-06-19,June,Monsoon,38.7,Humid,Unisex,Allen Solly,Sustainable Polyester Nylon Cargo Shorts,Polyester,7541,A sustainable nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-06-20,June,Monsoon,31.1,Humid,Women,Westside,Elegant Rayon Synthetic Blend Kurti,Rayon,926,A elegant synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-06-21,June,Monsoon,33.3,Humid,Women,W for Woman,Modern Rayon Polyester Rain Jacket,Rayon,1534,A modern polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-06-22,June,Monsoon,32.9,Cloudy,Unisex,W for Woman,Sustainable Rayon Ankle Length Leggings,Rayon,3489,A sustainable ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-06-23,June,Monsoon,32.9,Humid,Men,W for Woman,Vintage Rayon Water Resistant Windcheater,Rayon,2837,A vintage water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-06-24,June,Monsoon,33.8,Cloudy,Unisex,Louis Philippe,Elegant Rayon Cropped Capris,Rayon,1046,A elegant cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-06-25,June,Monsoon,29.5,Pre-Monsoon Rain,Men,Biba,Bohemian Rayon Water Resistant Windcheater,Rayon,12282,A bohemian water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-06-26,June,Monsoon,33.1,Humid,Women,Raymond,Modern Rayon Polyester Rain Jacket,Rayon,14000,A modern polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-06-27,June,Monsoon,34.1,Pre-Monsoon Rain,Men,Biba,Modern Polyester Synthetic Blend Kurti,Polyester,11972,A modern synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-06-28,June,Monsoon,36.0,Cloudy,Unisex,Manyavar,Handcrafted Rayon Quick-Dry Polo T-Shirt,Rayon,7479,A handcrafted quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-06-29,June,Monsoon,34.2,Pre-Monsoon Rain,Men,Pantaloons,Classic Rayon Nylon Cargo Shorts,Rayon,14305,A classic nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-06-30,June,Monsoon,38.0,Pre-Monsoon Rain,Men,Westside,Classic Polyester Quick-Dry Polo T-Shirt,Polyester,3624,A classic quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-01,July,Monsoon,26.7,Rainy,Unisex,Manyavar,Elegant Rayon Water Resistant Windcheater,Rayon,5865,A elegant water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-07-02,July,Monsoon,25.7,Humid,Unisex,Peter England,Vintage Rayon Cropped Capris,Rayon,11664,A vintage cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-07-03,July,Monsoon,28.9,Rainy,Unisex,Pantaloons,Premium Rayon Synthetic Blend Kurti,Rayon,8529,A premium synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-07-04,July,Monsoon,29.8,Humid,Men,Louis Philippe,Classic Polyester Water Resistant Windcheater,Polyester,9613,A classic water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-05,July,Monsoon,31.7,Humid,Unisex,Westside,Modern Rayon Quick-Dry Polo T-Shirt,Rayon,8022,A modern quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-07-06,July,Monsoon,26.0,Humid,Women,FabIndia,Urban Rayon Ankle Length Leggings,Rayon,9867,A urban ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-07,July,Monsoon,27.5,Rainy,Men,W for Woman,Classic Polyester Water Resistant Windcheater,Polyester,7848,A classic water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-07-08,July,Monsoon,27.8,Overcast,Women,Manyavar,Handcrafted Rayon Quick-Dry Polo T-Shirt,Rayon,11436,A handcrafted quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-07-09,July,Monsoon,31.6,Overcast,Women,Biba,Classic Rayon Cropped Capris,Rayon,10746,A classic cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-10,July,Monsoon,29.5,Overcast,Women,Allen Solly,Urban Rayon Nylon Cargo Shorts,Rayon,1010,A urban nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-07-11,July,Monsoon,27.7,Humid,Women,Manyavar,Sustainable Rayon Quick-Dry Polo T-Shirt,Rayon,8245,A sustainable quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-07-12,July,Monsoon,26.7,Overcast,Men,Raymond,Classic Polyester Ankle Length Leggings,Polyester,3152,A classic ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-07-13,July,Monsoon,24.3,Humid,Unisex,Raymond,Modern Polyester Polyester Rain Jacket,Polyester,4151,A modern polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-07-14,July,Monsoon,26.5,Humid,Unisex,W for Woman,Sustainable Rayon Quick-Dry Polo T-Shirt,Rayon,1665,A sustainable quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-15,July,Monsoon,31.7,Overcast,Unisex,W for Woman,Premium Rayon Polyester Rain Jacket,Rayon,7341,A premium polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-07-16,July,Monsoon,28.2,Humid,Women,FabIndia,Bohemian Rayon Water Resistant Windcheater,Rayon,9051,A bohemian water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-17,July,Monsoon,29.6,Rainy,Men,Louis Philippe,Designer Polyester Quick-Dry Polo T-Shirt,Polyester,13147,A designer quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-18,July,Monsoon,29.0,Overcast,Men,Peter England,Premium Polyester Ankle Length Leggings,Polyester,6529,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-19,July,Monsoon,27.4,Overcast,Unisex,Peter England,Sustainable Polyester Nylon Cargo Shorts,Polyester,13564,A sustainable nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-07-20,July,Monsoon,28.8,Rainy,Unisex,FabIndia,Classic Polyester Nylon Cargo Shorts,Polyester,12573,A classic nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-21,July,Monsoon,30.0,Overcast,Unisex,Manyavar,Sustainable Rayon Synthetic Blend Kurti,Rayon,8426,A sustainable synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-22,July,Monsoon,30.6,Humid,Unisex,Pantaloons,Designer Rayon Quick-Dry Polo T-Shirt,Rayon,6226,A designer quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-23,July,Monsoon,29.6,Humid,Women,Westside,Sustainable Polyester Quick-Dry Polo T-Shirt,Polyester,7264,A sustainable quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-24,July,Monsoon,26.3,Overcast,Men,FabIndia,Sustainable Rayon Water Resistant Windcheater,Rayon,1539,A sustainable water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-25,July,Monsoon,28.8,Rainy,Men,Louis Philippe,Designer Rayon Synthetic Blend Kurti,Rayon,911,A designer synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-07-26,July,Monsoon,31.1,Rainy,Women,Manyavar,Premium Polyester Ankle Length Leggings,Polyester,4656,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-07-27,July,Monsoon,26.5,Rainy,Women,Louis Philippe,Designer Rayon Cropped Capris,Rayon,2227,A designer cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-28,July,Monsoon,26.8,Rainy,Women,Louis Philippe,Elegant Polyester Nylon Cargo Shorts,Polyester,5840,A elegant nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-07-29,July,Monsoon,29.6,Rainy,Men,Biba,Premium Polyester Ankle Length Leggings,Polyester,10884,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-07-30,July,Monsoon,33.2,Humid,Unisex,Peter England,Modern Polyester Water Resistant Windcheater,Polyester,11645,A modern water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-31,July,Monsoon,30.4,Humid,Women,W for Woman,Sustainable Rayon Nylon Cargo Shorts,Rayon,3761,A sustainable nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-01,August,Monsoon,31.3,Heavy Rain,Men,Pantaloons,Urban Polyester Polyester Rain Jacket,Polyester,1062,A urban polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-08-02,August,Monsoon,31.5,Heavy Rain,Women,Pantaloons,Handcrafted Polyester Ankle Length Leggings,Polyester,10662,A handcrafted ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-03,August,Monsoon,26.3,Stormy,Women,Pantaloons,Modern Rayon Cropped Capris,Rayon,3508,A modern cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-04,August,Monsoon,25.8,Heavy Rain,Men,Biba,Elegant Polyester Polyester Rain Jacket,Polyester,8706,A elegant polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-08-05,August,Monsoon,25.2,Heavy Rain,Unisex,Allen Solly,Vintage Polyester Water Resistant Windcheater,Polyester,2991,A vintage water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-08-06,August,Monsoon,31.7,Heavy Rain,Women,FabIndia,Premium Rayon Water Resistant Windcheater,Rayon,5858,A premium water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-07,August,Monsoon,25.9,Stormy,Men,FabIndia,Premium Polyester Cropped Capris,Polyester,13282,A premium cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-08,August,Monsoon,29.9,Heavy Rain,Unisex,Pantaloons,Elegant Rayon Cropped Capris,Rayon,2536,A elegant cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-09,August,Monsoon,32.9,Humid,Unisex,Allen Solly,Bohemian Rayon Quick-Dry Polo T-Shirt,Rayon,2790,A bohemian quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-10,August,Monsoon,30.7,Heavy Rain,Unisex,Raymond,Vintage Polyester Synthetic Blend Kurti,Polyester,12613,A vintage synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-08-11,August,Monsoon,24.1,Humid,Women,Pantaloons,Sustainable Rayon Cropped Capris,Rayon,14444,A sustainable cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-12,August,Monsoon,24.3,Heavy Rain,Unisex,Allen Solly,Elegant Rayon Water Resistant Windcheater,Rayon,8754,A elegant water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-13,August,Monsoon,31.7,Stormy,Unisex,Manyavar,Premium Polyester Ankle Length Leggings,Polyester,5625,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-08-14,August,Monsoon,27.6,Stormy,Unisex,Biba,Bohemian Polyester Cropped Capris,Polyester,13232,A bohemian cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-15,August,Monsoon,29.8,Humid,Women,Louis Philippe,Urban Rayon Nylon Cargo Shorts,Rayon,8206,A urban nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-16,August,Monsoon,26.1,Humid,Men,Peter England,Bohemian Rayon Polyester Rain Jacket,Rayon,11398,A bohemian polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-17,August,Monsoon,25.0,Humid,Men,W for Woman,Elegant Polyester Synthetic Blend Kurti,Polyester,7582,A elegant synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-18,August,Monsoon,25.7,Humid,Men,Raymond,Vintage Rayon Ankle Length Leggings,Rayon,4212,A vintage ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-19,August,Monsoon,30.4,Stormy,Unisex,Manyavar,Sustainable Polyester Synthetic Blend Kurti,Polyester,7157,A sustainable synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-20,August,Monsoon,30.0,Humid,Men,Pantaloons,Premium Polyester Synthetic Blend Kurti,Polyester,13926,A premium synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-08-21,August,Monsoon,28.3,Heavy Rain,Men,Peter England,Premium Polyester Ankle Length Leggings,Polyester,6066,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-22,August,Monsoon,24.7,Heavy Rain,Women,Biba,Elegant Rayon Nylon Cargo Shorts,Rayon,12574,A elegant nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-23,August,Monsoon,31.4,Heavy Rain,Women,Westside,Premium Polyester Cropped Capris,Polyester,10625,A premium cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-24,August,Monsoon,30.4,Stormy,Unisex,Manyavar,Vintage Polyester Cropped Capris,Polyester,5971,A vintage cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-25,August,Monsoon,25.8,Humid,Unisex,Manyavar,Designer Rayon Cropped Capris,Rayon,12062,A designer cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-26,August,Monsoon,28.2,Heavy Rain,Women,W for Woman,Urban Polyester Quick-Dry Polo T-Shirt,Polyester,7269,A urban quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-27,August,Monsoon,29.5,Humid,Men,Biba,Bohemian Rayon Water Resistant Windcheater,Rayon,1006,A bohemian water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-08-28,August,Monsoon,30.7,Stormy,Unisex,Allen Solly,Designer Polyester Nylon Cargo Shorts,Polyester,7018,A designer nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-08-29,August,Monsoon,30.7,Heavy Rain,Women,Biba,Designer Polyester Quick-Dry Polo T-Shirt,Polyester,12785,A designer quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-08-30,August,Monsoon,31.1,Humid,Men,FabIndia,Premium Polyester Synthetic Blend Kurti,Polyester,5580,A premium synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-31,August,Monsoon,25.3,Humid,Men,Peter England,Handcrafted Polyester Polyester Rain Jacket,Polyester,6519,A handcrafted polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-01,September,Monsoon,29.9,Clearing,Men,Biba,Sustainable Polyester Polyester Rain Jacket,Polyester,1262,A sustainable polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-09-02,September,Monsoon,35.0,Humid,Women,Raymond,Designer Rayon Nylon Cargo Shorts,Rayon,12415,A designer nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-09-03,September,Monsoon,29.3,Showers,Men,FabIndia,Premium Rayon Cropped Capris,Rayon,7251,A premium cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-04,September,Monsoon,31.0,Humid,Women,Louis Philippe,Sustainable Rayon Nylon Cargo Shorts,Rayon,1156,A sustainable nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-09-05,September,Monsoon,31.4,Showers,Unisex,Biba,Bohemian Polyester Water Resistant Windcheater,Polyester,11626,A bohemian water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-09-06,September,Monsoon,27.6,Clearing,Unisex,Allen Solly,Elegant Polyester Ankle Length Leggings,Polyester,14544,A elegant ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-09-07,September,Monsoon,26.4,Showers,Women,FabIndia,Elegant Polyester Nylon Cargo Shorts,Polyester,14485,A elegant nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-08,September,Monsoon,26.7,Clearing,Unisex,Allen Solly,Modern Rayon Polyester Rain Jacket,Rayon,12157,A modern polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-09,September,Monsoon,29.5,Showers,Men,Allen Solly,Premium Polyester Polyester Rain Jacket,Polyester,2855,A premium polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-10,September,Monsoon,30.7,Clearing,Unisex,Manyavar,Elegant Rayon Polyester Rain Jacket,Rayon,5015,A elegant polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-09-11,September,Monsoon,31.9,Clearing,Men,Westside,Handcrafted Rayon Nylon Cargo Shorts,Rayon,5547,A handcrafted nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-12,September,Monsoon,27.3,Showers,Unisex,Westside,Sustainable Rayon Ankle Length Leggings,Rayon,10197,A sustainable ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-13,September,Monsoon,27.6,Showers,Unisex,Biba,Classic Rayon Nylon Cargo Shorts,Rayon,12570,A classic nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-14,September,Monsoon,26.4,Humid,Men,Peter England,Bohemian Rayon Nylon Cargo Shorts,Rayon,7318,A bohemian nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-15,September,Monsoon,26.7,Showers,Men,Biba,Urban Polyester Synthetic Blend Kurti,Polyester,6139,A urban synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-09-16,September,Monsoon,26.7,Showers,Unisex,Louis Philippe,Designer Polyester Quick-Dry Polo T-Shirt,Polyester,4114,A designer quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-09-17,September,Monsoon,32.6,Showers,Unisex,Raymond,Classic Polyester Synthetic Blend Kurti,Polyester,14222,A classic synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-18,September,Monsoon,31.1,Clearing,Women,Allen Solly,Modern Polyester Synthetic Blend Kurti,Polyester,11075,A modern synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-19,September,Monsoon,28.6,Humid,Women,Biba,Classic Rayon Polyester Rain Jacket,Rayon,12653,A classic polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-09-20,September,Monsoon,25.7,Showers,Unisex,Pantaloons,Premium Rayon Water Resistant Windcheater,Rayon,3835,A premium water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-09-21,September,Monsoon,26.8,Clearing,Men,W for Woman,Classic Polyester Cropped Capris,Polyester,1332,A classic cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-22,September,Monsoon,28.7,Clearing,Women,Westside,Designer Rayon Synthetic Blend Kurti,Rayon,14411,A designer synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-23,September,Monsoon,28.8,Clearing,Men,Allen Solly,Urban Polyester Polyester Rain Jacket,Polyester,14325,A urban polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-09-24,September,Monsoon,31.9,Clearing,Unisex,Louis Philippe,Modern Rayon Quick-Dry Polo T-Shirt,Rayon,4898,A modern quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-25,September,Monsoon,33.1,Clearing,Men,Westside,Designer Rayon Ankle Length Leggings,Rayon,925,A designer ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-26,September,Monsoon,30.4,Humid,Unisex,FabIndia,Vintage Rayon Water Resistant Windcheater,Rayon,7048,A vintage water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-27,September,Monsoon,26.8,Showers,Women,Allen Solly,Designer Rayon Water Resistant Windcheater,Rayon,8584,A designer water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-09-28,September,Monsoon,30.8,Showers,Men,Peter England,Premium Rayon Water Resistant Windcheater,Rayon,12615,A premium water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-09-29,September,Monsoon,30.5,Showers,Men,Raymond,Premium Rayon Cropped Capris,Rayon,7448,A premium cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-09-30,September,Monsoon,28.8,Humid,Women,Raymond,Sustainable Rayon Water Resistant Windcheater,Rayon,11306,A sustainable water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-10-01,October,Autumn,26.4,Pleasant,Unisex,Westside,Classic Denim Casual Blazer,Denim,8362,A classic casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-02,October,Autumn,27.7,Clear,Unisex,Biba,Urban Denim Silk Blend Dupatta,Denim,4264,A urban silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-03,October,Autumn,28.5,Clear,Women,W for Woman,Bohemian Denim Lightweight Flannel Shirt,Denim,11161,A bohemian lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-10-04,October,Autumn,23.4,Pleasant,Unisex,Pantaloons,Classic Denim Casual Blazer,Denim,12228,A classic casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-10-05,October,Autumn,23.1,Clear,Men,Peter England,Designer Denim Silk Blend Dupatta,Denim,9811,A designer silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-06,October,Autumn,24.3,Pleasant,Women,Peter England,Classic Denim Long Sleeve T-Shirt,Denim,11653,A classic long sleeve t-shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
